NAME,pop_total,households_total,zcta
ZCTA5 93532,2762,1019,93532
ZCTA5 93534,42290,14997,93534
ZCTA5 93535,80478,22708,93535
ZCTA5 93536,72013,22930,93536
ZCTA5 93541,889,313,93541
ZCTA5 93543,12217,3551,93543
ZCTA5 93544,1201,452,93544
ZCTA5 93545,1394,671,93545
ZCTA5 93546,8803,3838,93546
ZCTA5 93549,244,137,93549
ZCTA5 93550,79929,22832,93550
ZCTA5 93551,54956,16997,93551
ZCTA5 93552,43903,11009,93552
ZCTA5 93553,1349,601,93553
ZCTA5 93554,102,52,93554
ZCTA5 93555,33629,13073,93555
ZCTA5 93558,0,0,93558
ZCTA5 93560,21537,6825,93560
ZCTA5 93561,31179,12284,93561
ZCTA5 93562,1822,683,93562
ZCTA5 93563,218,41,93563
ZCTA5 93581,3447,0,93581
ZCTA5 93591,7531,1954,93591
ZCTA5 93601,1248,568,93601
ZCTA5 93602,3091,1110,93602
ZCTA5 93603,177,106,93603
ZCTA5 93604,518,171,93604
ZCTA5 93605,83,31,93605
ZCTA5 93606,1031,261,93606
ZCTA5 93608,879,253,93608
ZCTA5 93609,5071,1328,93609
ZCTA5 93610,24088,5639,93610
ZCTA5 93611,46631,15534,93611
ZCTA5 93612,37790,13948,93612
ZCTA5 93614,11144,4197,93614
ZCTA5 93615,5665,1429,93615
ZCTA5 93616,2173,598,93616
ZCTA5 93618,32223,8604,93618
ZCTA5 93619,53381,16353,93619
ZCTA5 93620,10173,3376,93620
ZCTA5 93621,345,140,93621
ZCTA5 93622,9683,2839,93622
ZCTA5 93623,4,0,93623
ZCTA5 93624,764,186,93624
ZCTA5 93625,8889,2841,93625
ZCTA5 93626,3039,1132,93626
ZCTA5 93627,295,70,93627
ZCTA5 93628,397,218,93628
ZCTA5 93630,21352,6044,93630
ZCTA5 93631,16656,5804,93631
ZCTA5 93633,32,32,93633
ZCTA5 93634,25,0,93634
ZCTA5 93635,49232,14164,93635
ZCTA5 93636,14777,4404,93636
ZCTA5 93637,42278,12047,93637
ZCTA5 93638,51502,12116,93638
ZCTA5 93640,14507,3416,93640
ZCTA5 93641,271,116,93641
ZCTA5 93643,2778,1213,93643
ZCTA5 93644,6490,2773,93644
ZCTA5 93645,1082,293,93645
ZCTA5 93646,10047,2594,93646
ZCTA5 93647,11370,2842,93647
ZCTA5 93648,15108,3781,93648
ZCTA5 93650,2969,1022,93650
ZCTA5 93651,1441,545,93651
ZCTA5 93652,314,107,93652
ZCTA5 93653,1314,516,93653
ZCTA5 93654,31905,9097,93654
ZCTA5 93656,6224,1592,93656
ZCTA5 93657,36536,10693,93657
ZCTA5 93660,4062,978,93660
ZCTA5 93662,29499,9187,93662
ZCTA5 93664,328,179,93664
ZCTA5 93665,422,128,93665
ZCTA5 93666,696,172,93666
ZCTA5 93667,2118,840,93667
ZCTA5 93668,806,275,93668
ZCTA5 93669,297,60,93669
ZCTA5 93670,106,35,93670
ZCTA5 93673,354,105,93673
ZCTA5 93675,3739,1207,93675
ZCTA5 93701,10258,3525,93701
ZCTA5 93702,45241,12789,93702
ZCTA5 93703,34166,10504,93703
ZCTA5 93704,29172,11632,93704
ZCTA5 93705,37940,12795,93705
ZCTA5 93706,40635,11624,93706
ZCTA5 93710,32579,12111,93710
ZCTA5 93711,39360,16133,93711
ZCTA5 93720,49463,18758,93720
ZCTA5 93721,7606,2410,93721
ZCTA5 93722,84500,26717,93722
ZCTA5 93723,14158,3693,93723
ZCTA5 93725,25520,6672,93725
ZCTA5 93726,44766,15054,93726
ZCTA5 93727,83630,24660,93727
ZCTA5 93728,18077,6462,93728
ZCTA5 93730,13021,4852,93730
ZCTA5 93737,6360,2011,93737
ZCTA5 93740,1166,0,93740
ZCTA5 93741,69,67,93741
ZCTA5 93901,29480,10756,93901
ZCTA5 93905,64596,14056,93905
ZCTA5 93906,64592,17964,93906
ZCTA5 93907,24922,7234,93907
ZCTA5 93908,12517,4365,93908
ZCTA5 93920,1564,517,93920
ZCTA5 93921,2459,1455,93921
ZCTA5 93923,12377,5478,93923
ZCTA5 93924,6046,2627,93924
ZCTA5 93925,1320,342,93925
ZCTA5 93926,8998,2399,93926
ZCTA5 93927,21131,4737,93927
ZCTA5 93928,1084,0,93928
ZCTA5 93930,17124,4383,93930
ZCTA5 93932,431,189,93932
ZCTA5 93933,27617,9772,93933
ZCTA5 93940,30951,13948,93940
ZCTA5 93943,11,5,93943
ZCTA5 93944,2719,6,93944
ZCTA5 93950,15003,6988,93950
ZCTA5 93953,3576,1674,93953
ZCTA5 93954,269,75,93954
ZCTA5 93955,32253,10482,93955
ZCTA5 93960,25736,4849,93960
ZCTA5 93962,189,110,93962
ZCTA5 94002,27730,10608,94002
ZCTA5 94005,4718,1867,94005
ZCTA5 94010,42794,16252,94010
ZCTA5 94014,46269,14107,94014
ZCTA5 94015,64121,20514,94015
ZCTA5 94018,3404,1390,94018
ZCTA5 94019,14754,5299,94019
ZCTA5 94020,1745,762,94020
ZCTA5 94021,332,148,94021
ZCTA5 94022,19993,7268,94022
ZCTA5 94024,23673,8016,94024
ZCTA5 94025,40230,14318,94025
ZCTA5 94027,7030,2275,94027
ZCTA5 94028,6645,2625,94028
ZCTA5 94030,22589,7998,94030
ZCTA5 94037,2897,1061,94037
ZCTA5 94038,3016,988,94038
ZCTA5 94040,35581,15347,94040
ZCTA5 94041,15841,6652,94041
ZCTA5 94043,32042,13257,94043
ZCTA5 94044,37540,13982,94044
ZCTA5 94060,1389,358,94060
ZCTA5 94061,37369,13144,94061
ZCTA5 94062,25944,9740,94062
ZCTA5 94063,34695,11291,94063
ZCTA5 94065,11620,4617,94065
ZCTA5 94066,42875,15463,94066
ZCTA5 94070,30696,11331,94070
ZCTA5 94074,92,39,94074
ZCTA5 94080,65036,22033,94080
ZCTA5 94085,23159,9112,94085
ZCTA5 94086,48956,20166,94086
ZCTA5 94087,58126,20384,94087
ZCTA5 94089,23214,9129,94089
ZCTA5 94102,34983,19543,94102
ZCTA5 94103,33524,17352,94103
ZCTA5 94104,478,263,94104
ZCTA5 94105,14890,8316,94105
ZCTA5 94107,30190,15761,94107
ZCTA5 94108,11008,6326,94108
ZCTA5 94109,54397,31899,94109
ZCTA5 94110,66687,26984,94110
ZCTA5 94111,4553,2471,94111
ZCTA5 94112,80133,23274,94112
ZCTA5 94114,33627,16804,94114
ZCTA5 94115,32715,16725,94115
ZCTA5 94116,42523,15355,94116
ZCTA5 94117,37575,17558,94117
ZCTA5 94118,39275,16995,94118
ZCTA5 94121,42987,18175,94121
ZCTA5 94122,57369,22375,94122
ZCTA5 94123,24518,12510,94123
ZCTA5 94124,36226,10982,94124
ZCTA5 94127,20710,7466,94127
ZCTA5 94128,0,0,94128
ZCTA5 94129,3808,1338,94129
ZCTA5 94130,2829,617,94130
ZCTA5 94131,27809,12469,94131
ZCTA5 94132,27406,10686,94132
ZCTA5 94133,24753,12954,94133
ZCTA5 94134,40142,12545,94134
ZCTA5 94158,11206,4907,94158
ZCTA5 94188,0,0,94188
ZCTA5 94301,17126,7080,94301
ZCTA5 94303,47123,14485,94303
ZCTA5 94304,4731,2117,94304
ZCTA5 94305,17912,3689,94305
ZCTA5 94306,27527,10794,94306
ZCTA5 94401,35628,13086,94401
ZCTA5 94402,25498,9944,94402
ZCTA5 94403,43459,16372,94403
ZCTA5 94404,35950,14583,94404
ZCTA5 94501,63517,25028,94501
ZCTA5 94502,13359,4782,94502
ZCTA5 94503,21852,5971,94503
ZCTA5 94505,15316,5522,94505
ZCTA5 94506,27261,9294,94506
ZCTA5 94507,14546,5181,94507
ZCTA5 94508,3298,967,94508
ZCTA5 94509,71013,23431,94509
ZCTA5 94510,26879,10925,94510
ZCTA5 94511,2144,900,94511
ZCTA5 94512,134,89,94512
ZCTA5 94513,68160,21933,94513
ZCTA5 94514,2044,581,94514
ZCTA5 94515,6921,2671,94515
ZCTA5 94516,208,73,94516
ZCTA5 94517,12164,4425,94517
ZCTA5 94518,27743,10217,94518
ZCTA5 94519,19918,7098,94519
ZCTA5 94520,36767,13287,94520
ZCTA5 94521,41118,15607,94521
ZCTA5 94523,34789,13817,94523
ZCTA5 94525,3665,1703,94525
ZCTA5 94526,33085,11942,94526
ZCTA5 94528,1000,371,94528
ZCTA5 94530,26229,10923,94530
ZCTA5 94531,44746,13611,94531
ZCTA5 94533,78537,24645,94533
ZCTA5 94534,41122,13738,94534
ZCTA5 94535,3863,1000,94535
ZCTA5 94536,70707,25211,94536
ZCTA5 94538,67704,23149,94538
ZCTA5 94539,52609,16876,94539
ZCTA5 94541,67785,21801,94541
ZCTA5 94542,14729,4866,94542
ZCTA5 94544,76739,22920,94544
ZCTA5 94545,33186,10097,94545
ZCTA5 94546,45848,15918,94546
ZCTA5 94547,26245,9319,94547
ZCTA5 94548,637,196,94548
ZCTA5 94549,28247,10291,94549
ZCTA5 94550,49610,17524,94550
ZCTA5 94551,38739,14199,94551
ZCTA5 94552,14359,5016,94552
ZCTA5 94553,48600,19134,94553
ZCTA5 94555,37500,11784,94555
ZCTA5 94556,15922,5682,94556
ZCTA5 94558,64552,24501,94558
ZCTA5 94559,27828,10560,94559
ZCTA5 94560,47145,15184,94560
ZCTA5 94561,45386,13903,94561
ZCTA5 94562,0,0,94562
ZCTA5 94563,19409,7349,94563
ZCTA5 94564,18835,6882,94564
ZCTA5 94565,99933,30268,94565
ZCTA5 94566,44782,15923,94566
ZCTA5 94567,673,231,94567
ZCTA5 94568,70542,23811,94568
ZCTA5 94569,194,144,94569
ZCTA5 94571,10973,5440,94571
ZCTA5 94572,8712,2958,94572
ZCTA5 94573,81,43,94573
ZCTA5 94574,7646,3293,94574
ZCTA5 94575,1005,0,94575
ZCTA5 94576,130,64,94576
ZCTA5 94577,47533,16870,94577
ZCTA5 94578,41567,14060,94578
ZCTA5 94579,19955,6692,94579
ZCTA5 94580,28866,8782,94580
ZCTA5 94582,47182,16166,94582
ZCTA5 94583,39418,13776,94583
ZCTA5 94585,29290,9585,94585
ZCTA5 94586,1011,337,94586
ZCTA5 94587,68141,21202,94587
ZCTA5 94588,34423,12182,94588
ZCTA5 94589,30199,9451,94589
ZCTA5 94590,37401,15210,94590
ZCTA5 94591,58516,19711,94591
ZCTA5 94592,922,441,94592
ZCTA5 94595,17051,9341,94595
ZCTA5 94596,23592,10801,94596
ZCTA5 94597,24235,10731,94597
ZCTA5 94598,26293,10493,94598
ZCTA5 94599,3388,1507,94599
ZCTA5 94601,52289,16447,94601
ZCTA5 94602,31450,12287,94602
ZCTA5 94603,36440,10598,94603
ZCTA5 94605,44168,16739,94605
ZCTA5 94606,38746,15883,94606
ZCTA5 94607,27891,12697,94607
ZCTA5 94608,33998,16211,94608
ZCTA5 94609,24854,10998,94609
ZCTA5 94610,32675,16115,94610
ZCTA5 94611,39240,17840,94611
ZCTA5 94612,17663,10164,94612
ZCTA5 94613,529,0,94613
ZCTA5 94618,16845,7341,94618
ZCTA5 94619,28044,9875,94619
ZCTA5 94621,34658,10494,94621
ZCTA5 94702,17073,7419,94702
ZCTA5 94703,20874,8732,94703
ZCTA5 94704,24427,8262,94704
ZCTA5 94705,14149,5823,94705
ZCTA5 94706,20486,8031,94706
ZCTA5 94707,12728,5188,94707
ZCTA5 94708,11967,4754,94708
ZCTA5 94709,12179,5310,94709
ZCTA5 94710,8144,3744,94710
ZCTA5 94720,5649,195,94720
ZCTA5 94801,33564,10421,94801
ZCTA5 94803,27588,9500,94803
ZCTA5 94804,44679,16080,94804
ZCTA5 94805,15356,5727,94805
ZCTA5 94806,61749,20304,94806
ZCTA5 94901,41095,15663,94901
ZCTA5 94903,31135,12226,94903
ZCTA5 94904,13043,5651,94904
ZCTA5 94920,12682,4942,94920
ZCTA5 94922,312,55,94922
ZCTA5 94923,1457,684,94923
ZCTA5 94924,1217,551,94924
ZCTA5 94925,10101,4037,94925
ZCTA5 94928,46463,16841,94928
